SAS_NAME,SESTAT_NAME,DESCRIPTION,SOURCE,QUESTION,DOMAIN,SAS_FMT
UGOWER,N_ED_UG_FINAN_SUPP_BORROWED_RANGE_BAL,Amount still owed from financing of UNDERGRADUATE degree(s),CG0: D09.UG.OW/CGN: D13.UG.OW/CGNR: D09.UG.OW,"Completed Undergraduate Degrees- Amount still owed as of February 1, 2023",All respondents,$AMOUNT_BORROW_OWE_2D
VETDATE1,U_DEM_VET_DATE1,Veteran history: July 1964 or earlier,CG0: E15.5/CGN: E24.5/CGNR: E15.5,When did you serve on active duty in the U.S. Armed Forces? (Marked: 'July 1964 or earlier'),Served on active duty in the U.S. Armed Forces,$YES_NO_CODES
VETDATE2,U_DEM_VET_DATE2,Veteran history: Vietnam era [August 1964 to April 1975],CG0: E15.4/CGN: E24.4/CGNR: E15.4,When did you serve on active duty in the U.S. Armed Forces? (Marked: 'Vietnam era [August 1964 to April 1975]'),Served on active duty in the U.S. Armed Forces,$YES_NO_CODES
VETDATE3,U_DEM_VET_DATE3,Veteran history: May 1975 to July 1990,CG0: E15.3/CGN: E24.3/CGNR: E15.3,When did you serve on active duty in the U.S. Armed Forces? (Marked: 'May 1975 to July 1990'),Served on active duty in the U.S. Armed Forces,$YES_NO_CODES
VETDATE4,U_DEM_VET_DATE4,Veteran history: August 1990 to August 2001,CG0: E15.2/CGN: E24.2/CGNR: E15.2,When did you serve on active duty in the U.S. Armed Forces? (Marked: 'August 1990 to August 2001 [including Persian Guld War]'),Served on active duty in the U.S. Armed Forces,$YES_NO_CODES
VETDATE5,U_DEM_VET_DATE5,Veteran history: September 2001 or later,CG0: E15.1/CGN: E24.1/CGNR: E15.1,When did you serve on active duty in the U.S. Armed Forces? (Marked: 'September 2001 or later'),Served on active duty in the U.S. Armed Forces,$YES_NO_CODES
VETSTAT,U_DEM_VET_STATUS,"Veteran status: served on active duty in the US Armed Forces, Reserves, or National Guard",CG0: E14/CGN: E23/CGNR: E14,"Have you ever served on active duty in the U.S. Armed Forces, Reserves, or National Guard?",All respondents,$VETSTAT
VIETNAMESE,U_DEM_RACE_VIETNAMESE,Vietnamese racial background indicator,SYSTEM,Derived within SESTAT from reported information,All respondents,$MARK_ALL_CODES
VSATP,V_DEM_TEMP_RESIDENT_VISA_TYPE,Temporary visa type,CG0: E10/CGN: E11/CGNR: E10,"On February 1, 2023 did you hold a visa issued...",Temporary US Resident Visa Holder,$VISA_TYPE_CODES
WAACC,F_JOB_WRK_ACTVTY_ACCTNG,"Work activity on principal job (10% indicator): accounting, finance, contracts",CG0: A24.1/CGN: A24.1/CGNR: A24.1,"Which of the following work activities occupied at least 10 percent of your time during a typical work week on this job? (Response to: Accounting, finance, contracts)","Working during the week of February 1, 2023",$YES_NO_CODES
WAAPRSH,F_JOB_WRK_ACTVTY_APPLIED_RSCH,Work activity on principal job (10% indicator): applied research,CG0: A24.3/CGN: A24.3/CGNR: A24.3,Which of the following work activities occupied at least 10 percent of your time during a typical work week on this job? (Response to: Applied research - study directed toward gaining scientific knowledge to meet a recognized need),"Working during the week of February 1, 2023",$YES_NO_CODES
WABRSH,F_JOB_WRK_ACTVTY_BASIC_RSCH,Work activity on principal job (10% indicator): basic research,CG0: A24.2/CGN: A24.2/CGNR: A24.2,Which of the following work activities occupied at least 10 percent of your time during a typical work week on this job? (Response to: Basic research - study directed toward gaining scientific knowledge primarily for its own sake),"Working during the week of February 1, 2023",$YES_NO_CODES
WACOM,F_JOB_WRK_ACTVTY_COMPUTER,Work activity on principal job (10% indicator): computer applications,CG0: A24.6/CGN: A24.6/CGNR: A24.6,"Which of the following work activities occupied at least 10 percent of your time during a typical work week on this job? (Response to: Computer programming, systems or applications development)","Working during the week of February 1, 2023",$YES_NO_CODES
WADEV,F_JOB_WRK_ACTVTY_DEVELOPMT,Work activity on principal job (10% indicator): development,CG0: A24.4/CGN: A24.4/CGNR: A24.4,"Which of the following work activities occupied at least 10 percent of your time during a typical work week on this job? (Response to: Development - using knowledge gained from research for the production of materials, devices)","Working during the week of February 1, 2023",$YES_NO_CODES
WADSN,F_JOB_WRK_ACTVTY_DESIGN,Work activity on principal job (10% indicator): design,CG0: A24.5/CGN: A24.5/CGNR: A24.5,"Which of the following work activities occupied at least 10 percent of your time during a typical work week on this job? (Response to: Design of equipment, processes, structures, models)","Working during the week of February 1, 2023",$YES_NO_CODES
WAEMRL,F_JOB_WRK_ACTVTY_PERSONNEL,Work activity on principal job (10% indicator): human resources,CG0: A24.7/CGN: A24.7/CGNR: A24.7,"Which of the following work activities occupied at least 10 percent of your time during a typical work week on this job? (Response to: Human resources - including recruiting, personnel development, training)","Working during the week of February 1, 2023",$YES_NO_CODES
WAMGMT,F_JOB_WRK_ACTVTY_MGT,Work activity on principal job (10% indicator): managing or supervising people/project,CG0: A24.8/CGN: A24.8/CGNR: A24.8,Which of the following work activities occupied at least 10 percent of your time during a typical work week on this job? (Response to: Managing or supervising people or projects),"Working during the week of February 1, 2023",$YES_NO_CODES
WAOT,F_JOB_WRK_ACTVTY_OTHR,Work activity on principal job (10% indicator): other,CG0: A24.14/CGN: A24.14/CGNR: A24.14,Which of the following work activities occupied at least 10 percent of your time during a typical work week on this job? (Response to: Other),"Working during the week of February 1, 2023",$YES_NO_CODES
WAPRI,F_JOB_WRK_ACTIVITY_PRIMRY,Work activity spent most hours on in principal job,CG0: A25.1/CGN: A25.1/CGNR: A25.1,On which two activities in [the previous question] did you work the most hours during a typical week on this job? (Response to: Activity most hours),"Working during the week of February 1, 2023",$WORK_ACTIVITY_CODES_R1_
WAPROD,F_JOB_WRK_ACTVTY_PRODUCTN,"Work activity on principal job (10% indicator): production, operations, maintenance",CG0: A24.9/CGN: A24.9/CGNR: A24.9,"Which of the following work activities occupied at least 10 percent of your time during a typical work week on this job? (Response to: Production, operations, maintenance (e.g., chip production, operating lab equipment))","Working during the week of February 1, 2023",$YES_NO_CODES
WAPRRD,F_JOB_WRK_ACTIVITY_PRIM_RSRCH_DEV_NEWRD,Primary work activity on principal job: basic research/applied research/development,CG0: RECODE/CGN: RECODE/CGNR: RECODE,Derived within SESTAT from reported information,"Working during the week of February 1, 2023",$YES_NO_CODES
WAPRSM,F_JOB_WRK_ACTIVITY_PRIMRY_SUMRY,Summarized primary work activity: basic research/applied research/development/design combined as R&D,CG0: RECODE/CGN: RECODE/CGNR: RECODE,Derived within SESTAT from reported information,"Working during the week of February 1, 2023",$WORK_SUMMARY_CODES
WAPRSM2,F_JOB_WRK_ACTIVITY_PRIMRY_SUMRY_NEWRD,Summarized primary work activity: basic research/applied research/development combined as R&D; design is combined with other,CG0: RECODE/CGN: RECODE/CGNR: RECODE,Derived within SESTAT from reported information,"Working during the week of February 1, 2023",$WORK_SUMMARY_CODES
WAPRSM3,F_JOB_WRK_ACTIVITY_PRIMRY_SUMRY_NEWRD_2,Summarized primary work activity: basic research/applied research/development combined as R&D; design is separate value,CG0: RECODE/CGN: RECODE/CGNR: RECODE,Derived within SESTAT from reported information,"Working during the week of February 1, 2023",$WORK_SUMMARY_CODES3_
WAQM,F_JOB_WRK_ACTVTY_QUAL_MGT,Work activity on principal job (10% indicator): quality or productivity management,CG0: A24.12/CGN: A24.12/CGNR: A24.12,Which of the following work activities occupied at least 10 percent of your time during a typical work week on this job? (Response to: Quality or productivity management),"Working during the week of February 1, 2023",$YES_NO_CODES
WASALE,F_JOB_WRK_ACTVTY_SALES,"Work activity on principal job (10% indicator): sales, purchasing, marketing",CG0: A24.11/CGN: A24.11/CGNR: A24.11,"Which of the following work activities occupied at least 10 percent of your time during a typical work week on this job? (Response to: Sales, purchasing, marketing, customer service, public relations)","Working during the week of February 1, 2023",$YES_NO_CODES
WASCSM,F_JOB_WRK_ACTIVITY_SECONDARY_SUMRY,Summarized secondary work activity: basic research/applied research/development/design combined as R&D,CG0: RECODE/CGN: RECODE/CGNR: RECODE,Derived within SESTAT from reported information,"Working during the week of February 1, 2023",$WORK_SUMMARY_CODES
WASCSM2,F_JOB_WRK_ACTIVITY_SECONDARY_SUMRY_NEWRD,Summarized secondary work activity: basic research/applied research/development combined as R&D; design is combined with other,CG0: RECODE/CGN: RECODE/CGNR: RECODE,Derived within SESTAT from reported information,"Working during the week of February 1, 2023",$WORK_SUMMARY_CODES
WASCSM3,F_JOB_WRK_ACTIVITY_SECONDARY_SUMRY_NEWRD_2,Summarized secondary work activity: basic research/applied research/development combined as R&D; design is separate value,CG0: RECODE/CGN: RECODE/CGNR: RECODE,Derived within SESTAT from reported information,"Working during the week of February 1, 2023",$WORK_SUMMARY_CODES3_
WASEC,F_JOB_WRK_ACTIVITY_SECONDARY,Work activity spent second most hours on in principal job,CG0: A25.2/CGN: A25.2/CGNR: A25.2,On which two activities in [the previous question] did you work the most hours during a typical week on this job? (Response to: Activity second most hours),"Working during the week of February 1, 2023",$WORK_ACTIVITY_CODES_R1_
WASVC,F_JOB_WRK_ACTVTY_PROF_SERV,Work activity on principal job (10% indicator): professional services,CG0: A24.10/CGN: A24.10/CGNR: A24.10,"Which of the following work activities occupied at least 10 percent of your time during a typical work week on this job? (Response to: Professional services (e.g., health care, counseling, financial services, legal services))","Working during the week of February 1, 2023",$YES_NO_CODES
WATEA,F_JOB_WRK_ACTVTY_TEACH,Work activity on principal job (10% indicator): teaching,CG0: A24.13/CGN: A24.13/CGNR: A24.13,Which of the following work activities occupied at least 10 percent of your time during a typical work week on this job? (Response to: Teaching),"Working during the week of February 1, 2023",$YES_NO_CODES
WHITE,U_DEM_RACE_WHITE,White racial background indicator,CG0: SYSTEM/CGN: E21.5/CGNR: SYSTEM,Derived within SESTAT from reported information,All respondents,$MARK_ALL_CODES
WKSLYR,B_PRINCIPAL_JOB_LESS_THAN_52WKS,Number of weeks worked per year if less than 52 weeks,CG0: A36.WKS/CGN: A36.WKS/CGNR: A36.WKS,"Was this salary based on a 52-week year, or less than that? (Responded ""Less than 52 weeks"" and entered number of weeks per year.)","Working during the week of February 1, 2023",NUMERIC_TWO
WKSWK,B_PRINCIPAL_JOB_WEEKS,Principal job salary: weeks per year basis,CG0: RECODE/CGN: RECODE/CGNR: RECODE,Derived within SESTAT from reported information,"Working during the week of February 1, 2023",NUMERIC_TWO
WKSYR,B_PRINCIPAL_JOB_52_WEEKS,Indicator for working 52 weeks per year,CG0: A36.1/CGN: A36.1/CGNR: A36.1,"Was this salary based on a 52-week year, or less than that?","Working during the week of February 1, 2023",$WEEKS_CODES_NEW
WKTRNI,G_JOB_TRAINING_WRK_RELTD_IND,Attended work-related training,CG0: C01/CGN: C01/CGNR: C01,"During the past 12 months, did you attend any work-related training, such as workshops or seminars?","All respondents, except those who never worked",$YES_NO_CODES
WRKG,A_JOB_STATUS_EMPLOYED_IND,Working for pay or profit during reference week,CG0: A01/CGN: A01/CGNR: A01,"Were you working for pay or profit during the week of February 1, 2023?",All respondents,$YES_NO_CODES
WRKGP,D_JOB_EMPLOYED_IND,"Employment status indicator, comparing current and previous reference weeks",CG0: B01/CGN: B01/CGNR: B01,"Were you working for pay or profit during both of these time periods -- the week of February 1, 2021, and the week of February 1, 2023?","All respondents, except those who never worked",$YES_NO_CODES
WTRCHOC,G_JOB_TRAINING_REAS_CHG_OCCUPAT_DIF,Reason for attending work-related training: facilitate occupation change to different field,CG0: C02.4/CGN: C02.4/CGNR: C02.4,For which of the following reasons did you take training during the past 12 months? (Response to: To facilitate a change to a different occupational field),"All respondents, except those who never worked, who attended work-related workshops/seminars/other training",$YES_NO_CODES
WTREASN,G_JOB_TRAINING_PRIMARY_REASON,Most important reason for taking work-related training,CG0: C03/CGN: C03/CGNR: C03,What was your most important reason from question C2 for taking training?,"All respondents, except those who never worked, who attended work-related workshops/seminars/other training",$TRAINING_REASON_CODES_NEW
WTREM,G_JOB_TRAINING_REAS_EMPLR_REQ,Reason for attending work-related training: required/expected by employer,CG0: C02.5/CGN: C02.5/CGNR: C02.5,For which of the following reasons did you take training during the past 12 months? (Response to: Required or expected by employer),"All respondents, except those who never worked, who attended work-related workshops/seminars/other training",$YES_NO_CODES
WTRLIC,G_JOB_TRAINING_REAS_LICENSING,Reason for attending work-related training: licensure/certification,CG0: C02.3/CGN: C02.3/CGNR: C02.3,For which of the following reasons did you take training during the past 12 months? (Response to: For licensure or certification in your current occupational field),"All respondents, except those who never worked, who attended work-related workshops/seminars/other training",$YES_NO_CODES
WTROPPS,G_JOB_TRAINING_REAS_OPPS_ADV_SALARY,Reason for attending work-related training: increase advancement opportunities in current occupation,CG0: C02.2/CGN: C02.2/CGNR: C02.2,For which of the following reasons did you take training during the past 12 months? (Response to: To increase opportunities for promotion or advancement in your current occupational field),"All respondents, except those who never worked, who attended work-related workshops/seminars/other training",$YES_NO_CODES
WTROT,G_JOB_TRAINING_REAS_OTHR,Reason for attending work-related training: other,CG0: C02.7/CGN: C02.7/CGNR: C02.7,For which of the following reasons did you take training during the past 12 months? (Response to: Other),"All respondents, except those who never worked, who attended work-related workshops/seminars/other training",$YES_NO_CODES
WTRPERS,G_JOB_TRAINING_REAS_PERS,Reason for attending work-related training: leisure/personal interest,CG0: C02.6/CGN: C02.6/CGNR: C02.6,For which of the following reasons did you take training during the past 12 months? (Response to: For leisure or personal interest),"All respondents, except those who never worked, who attended work-related workshops/seminars/other training",$YES_NO_CODES
WTRSKL,G_JOB_TRAINING_REAS_ACQ_SKILL,Reason for attending work-related training: acquire further skills/knowledge,CG0: C02.1/CGN: C02.1/CGNR: C02.1,For which of the following reasons did you take training during the past 12 months? (Response to: To improve skills or knowledge in your current occupational field),"All respondents, except those who never worked, who attended work-related workshops/seminars/other training",$YES_NO_CODES
WTSURVY,Z_WEIGHTING_FACTOR_SURVEY,Final survey-specific weight,CG0: SYSTEM/CGN: SYSTEM/CGNR: SYSTEM,Derived within SESTAT from reported information,All respondents,N/A
